TAD	Term	ID	P.value	P.adjust
TAD1083	ion transmembrane transporter activity 	0015075	0.0622726955173414	0.0657224599907845
TAD1083	sodium:bicarbonate symporter activity 	0008510	0.0145716938966066	0.0261482304944676
TAD432	ion transmembrane transporter activity 	0015075	0.0241826234281153	0.0345044748913352
TAD432	sodium:bicarbonate symporter activity 	0008510	0.00557319972405057	0.0168161608856774
TAD1454	phosphatidylinositol 3-kinase regulator activity 	0035014	0.00418245396196593	0.0143925621632357
TAD2649	1-phosphatidylinositol-3-kinase regulator activity 	0046935	1.25406028188118e-05	0.000112865425369306
TAD2649	ADP binding 	0043531	0.0218679150661381	0.0328018725992071
TAD2649	phosphatidylinositol 3-kinase regulator activity 	0035014	2.33846130990477e-05	0.000170999983286786
TAD2436	serine-type endopeptidase inhibitor activity 	0004867	1.73168509586022e-18	5.06517890539115e-17
TAD1141	serine-type endopeptidase inhibitor activity 	0004867	1.77432262972266e-05	0.000145052562357457
TAD502	serine-type endopeptidase inhibitor activity 	0004867	0.0194076459621975	0.031615574140273
TAD2859	serine-type endopeptidase inhibitor activity 	0004867	0.0431476226871341	0.0515509050275159
TAD2744	phosphotyrosine residue binding 	0001784	0.0125921103966233	0.0245546152734155
TAD2744	protein phosphorylated amino acid binding 	0045309	0.0147502838686741	0.0261482304944676
TAD506	phosphotyrosine residue binding 	0001784	0.0225554368205196	0.0334048874430481
TAD506	protein phosphorylated amino acid binding 	0045309	0.0263982597734888	0.0369949223548625
TAD889	protein phosphorylated amino acid binding 	0045309	0.0147502838686741	0.0261482304944676
TAD2629	phosphotyrosine residue binding 	0001784	0.00505533925158008	0.0164298525676353
TAD2629	protein phosphorylated amino acid binding 	0045309	0.00592565469511608	0.0169097951055751
TAD370	androgen receptor binding 	0050681	0.0289572558178673	0.0384999878487555
TAD370	cytoskeletal adaptor activity 	0008093	0.00626793506613499	0.017054614017158
TAD370	phosphotyrosine residue binding 	0001784	0.0200737442682343	0.031738217288965
TAD370	protein phosphorylated amino acid binding 	0045309	0.023498858952984	0.0343670812187391
TAD190	phosphotyrosine residue binding 	0001784	0.037318647789842	0.0469492665743173
TAD190	protein phosphorylated amino acid binding 	0045309	0.0436199965617442	0.0515509050275159
TAD792	phosphotyrosine residue binding 	0001784	0.0100859990016908	0.0231384682979966
TAD792	protein phosphorylated amino acid binding 	0045309	0.0118172228102323	0.0238381908413308
TAD2986	phosphotyrosine residue binding 	0001784	0.0125921103966233	0.0245546152734155
TAD2986	protein phosphorylated amino acid binding 	0045309	0.0147502838686741	0.0261482304944676
TAD1785	phosphotyrosine residue binding 	0001784	0.0100859990016908	0.0231384682979966
TAD1785	protein phosphorylated amino acid binding 	0045309	0.0118172228102323	0.0238381908413308
TAD1510	cytoskeletal adaptor activity 	0008093	0.0054863578062897	0.0168161608856774
TAD1529	cytoskeletal adaptor activity 	0008093	0.0015702693237486	0.00706621195686869
TAD2158	cytoskeletal adaptor activity 	0008093	0.00470423417995847	0.0157255828301469
TAD2129	MHC protein complex binding 	0023023	1.39073137060271e-06	1.62715570360517e-05
TAD2310	androgen receptor binding 	0050681	0.0360676874366914	0.0463727409900318
TAD2189	androgen receptor binding 	0050681	0.046638129921703	0.0534966784396005
TAD1651	androgen receptor binding 	0050681	0.043127283929306	0.0515509050275159
TAD1652	androgen receptor binding 	0050681	0.00366524129505208	0.0129949464097301
TAD1653	androgen receptor binding 	0050681	0.0109564238308486	0.0238381908413308
TAD3033	androgen receptor binding 	0050681	0.046638129921703	0.0534966784396005
TAD2582	androgen receptor binding 	0050681	0.00366524129505208	0.0129949464097301
TAD2583	androgen receptor binding 	0050681	0.00731736730880694	0.0190251550028981
TAD2953	androgen receptor binding 	0050681	0.0181955107792257	0.0308532574082522
TAD2726	androgen receptor binding 	0050681	0.046638129921703	0.0534966784396005
TAD2726	ATPase activity, coupled to transmembrane movement of substances 	0042626	9.33824618256886e-10	1.3657185042007e-08
TAD2726	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances 	0016820	6.51328521719383e-10	1.2700906173528e-08
TAD6	androgen receptor binding 	0050681	0.0217956320073792	0.0328018725992071
TAD703	olfactory receptor binding 	0031849	1.75190097216764e-08	2.27747126381793e-07
TAD333	neuropeptide Y receptor activity 	0004983	0.00305117029255986	0.0122406188406047
TAD333	pancreatic polypeptide receptor activity 	0001602	0.00261574540187737	0.0109300790007019
TAD899	neuropeptide Y receptor activity 	0004983	6.70781605310615e-06	6.5401206517785e-05
TAD899	pancreatic polypeptide receptor activity 	0001602	4.79269174280457e-06	5.09768121734668e-05
TAD1743	ATPase activity, coupled to transmembrane movement of substances 	0042626	0.0309972609257515	0.0407492081832913
TAD1743	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances 	0016820	0.0289572558178673	0.0384999878487555
TAD1743	ion transmembrane transporter activity 	0015075	0.0241826234281153	0.0345044748913352
TAD2727	ATPase activity, coupled to transmembrane movement of substances 	0042626	4.51276682041455e-05	0.000263996858994251
TAD2727	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances 	0016820	3.92542647240782e-05	0.000241723630143008
TAD1121	ATPase activity, coupled to transmembrane movement of substances 	0042626	0.0194849832886962	0.031615574140273
TAD1121	ATPase coupled ion transmembrane transporter activity 	0042625	0.0104301566252615	0.0234678524068383
TAD1413	Wnt-activated receptor activity 	0042813	0.00574911483271023	0.0168161608856774
TAD1376	Wnt-activated receptor activity 	0042813	0.0114666714717373	0.0238381908413308
TAD1915	Wnt-activated receptor activity 	0042813	0.0340246042975457	0.0442319855868094
TAD1846	Wnt-activated receptor activity 	0042813	0.0209262510599882	0.0326449516535817
TAD75	Wnt-activated receptor activity 	0042813	0.00574911483271023	0.0168161608856774
TAD2131	Wnt-activated receptor activity 	0042813	0.0114666714717373	0.0238381908413308
TAD1149	core promoter proximal region DNA binding 	0001159	0.0265604570752859	0.0369949223548625
TAD2793	core promoter proximal region DNA binding 	0001159	0.00765846534542691	0.0194791401177163
TAD2500	core promoter proximal region DNA binding 	0001159	0.00956431552110548	0.0231384682979966
TAD1978	core promoter proximal region DNA binding 	0001159	0.00956431552110548	0.0231384682979966
TAD233	core promoter proximal region DNA binding 	0001159	0.0114666714717373	0.0238381908413308
TAD837	ion transmembrane transporter activity 	0015075	0.000250866798516771	0.0012761484968027
TAD837	sodium:proton antiporter activity 	0015385	3.3140475437484e-05	0.000215413090343646
TAD1230	ADP binding 	0043531	0.00999731179831076	0.0231384682979966
TAD3067	ADP binding 	0043531	0.0139694075535145	0.0261482304944676
TAD2845	ADP binding 	0043531	0.015949734450674	0.0278525213541621
TAD3071	ADP binding 	0043531	0.0432779798394417	0.0515509050275159
TAD417	DNA replication origin binding 	0003688	0.00209341824459919	0.00907147905992981
TAD3038	DNA replication origin binding 	0003688	0.0197259565148712	0.031615574140273
TAD2155	DNA replication origin binding 	0003688	0.00313862021553968	0.0122406188406047
TAD1234	DNA replication origin binding 	0003688	0.0145697968171986	0.0261482304944676
TAD2849	ATPase coupled ion transmembrane transporter activity 	0042625	0.0882824012262302	0.0922235798524012
TAD707	ATPase coupled ion transmembrane transporter activity 	0042625	0.000323341580900733	0.00157629020689107
TAD2958	sodium:proton antiporter activity 	0015385	0.00339987505430561	0.0128317864952825
TAD653	sodium:proton antiporter activity 	0015385	0.00678907733164447	0.018052773813691
