TAD	Term	P.value	P.adjust
TAD2744	Adherens junction	0.0453096056533021	0.115232122591671
TAD2744	Fructose and mannose metabolism	0.0209756084382271	0.115232122591671
TAD2744	One carbon pool by folate	0.0127549353826338	0.115232122591671
TAD2744	Pyrimidine metabolism	0.0360083272829534	0.115232122591671
TAD2793	Adherens junction	0.0364126721310443	0.115232122591671
TAD2793	AGE-RAGE signaling pathway in diabetic complications	0.0503010987034357	0.115232122591671
TAD2793	Apelin signaling pathway	0.0684227340264977	0.116873426769585
TAD2793	Cell cycle	0.0620854964125581	0.116002141856372
TAD2793	Chronic myeloid leukemia	0.038405999742224	0.115232122591671
TAD2793	Colorectal cancer	0.0433757885322613	0.115232122591671
TAD2793	FoxO signaling pathway	0.0659891478462581	0.116636733975924
TAD2793	Gastric cancer	0.0742439372917064	0.11858757455853
TAD2793	Hepatitis B	0.0810008123734034	0.119543551774631
TAD2793	Hepatocellular carcinoma	0.0834049947548088	0.119543551774631
TAD2793	Hippo signaling pathway	0.0795560346503326	0.119543551774631
TAD2793	Human T-cell leukemia virus 1 infection	0.107659115766506	0.126402479830167
TAD2793	Pancreatic cancer	0.0379079580484483	0.115232122591671
TAD2793	Pyruvate metabolism	0.0198492369445547	0.115232122591671
TAD2793	RNA transport	0.0819630521520166	0.119543551774631
TAD2793	Signaling pathways regulating pluripotency of stem cells	0.0693948357224532	0.116895301324227
TAD2793	TGF-beta signaling pathway	0.0453583003597029	0.115232122591671
TAD2793	Th17 cell differentiation	0.0537496193044272	0.115232122591671
TAD2793	Wnt signaling pathway	0.0785919035538143	0.119543551774631
TAD548	Adherens junction	0.0628611519349521	0.116164467903186
TAD548	AGE-RAGE signaling pathway in diabetic complications	0.0863753839084597	0.120759284562
TAD548	beta-Alanine metabolism	0.0274944799445929	0.115232122591671
TAD548	Chagas disease (American trypanosomiasis)	0.0888644999684212	0.122198355047959
TAD548	Chronic myeloid leukemia	0.0662517529701067	0.11669762507555
TAD548	Colorectal cancer	0.0746822888572957	0.11858757455853
TAD548	FoxO signaling pathway	0.112627844717725	0.12674643493875
TAD548	Glycerophospholipid metabolism	0.0838804415716582	0.119543551774631
TAD548	N-Glycan biosynthesis	0.0440235746836739	0.115232122591671
TAD548	Osteoclast differentiation	0.108569039878418	0.126402479830167
TAD548	Pancreatic cancer	0.0654050900518152	0.116636733975924
TAD548	Pantothenate and CoA biosynthesis	0.0169293368616107	0.115232122591671
TAD548	Relaxin signaling pathway	0.111006227743934	0.126450006764748
TAD548	Taurine and hypotaurine metabolism	0.00983138336160272	0.115232122591671
TAD548	TGF-beta signaling pathway	0.0780361878624738	0.119127707075081
TAD548	Th17 cell differentiation	0.0921742778862079	0.122358683260164
TAD1858	Adipocytokine signaling pathway	0.0263010487497383	0.115232122591671
TAD1858	AGE-RAGE signaling pathway in diabetic complications	0.0379657447445247	0.115232122591671
TAD1858	Apoptosis	0.0539910350394151	0.115232122591671
TAD1858	Autophagy	0.0484211940194056	0.115232122591671
TAD1858	C-type lectin receptor signaling pathway	0.039464045733099	0.115232122591671
TAD1858	cAMP signaling pathway	0.0793324750903166	0.119543551774631
TAD1858	Chagas disease (American trypanosomiasis)	0.0390896164369973	0.115232122591671
TAD1858	Choline metabolism in cancer	0.037590926203516	0.115232122591671
TAD1858	Colorectal cancer	0.0327094223730203	0.115232122591671
TAD1858	Dopaminergic synapse	0.0495369064318817	0.115232122591671
TAD1858	Epithelial cell signaling in Helicobacter pylori infection	0.0259232067042398	0.115232122591671
TAD1858	Epstein-Barr virus infection	0.0753232396602578	0.11858757455853
TAD1858	ErbB signaling pathway	0.0323332398823694	0.115232122591671
TAD1858	Fc epsilon RI signaling pathway	0.0259232067042398	0.115232122591671
TAD1858	Fluid shear stress and atherosclerosis	0.0525078751696363	0.115232122591671
TAD1858	Focal adhesion	0.0745930395589279	0.11858757455853
TAD1858	FoxO signaling pathway	0.0499086166757485	0.115232122591671
TAD1858	GnRH signaling pathway	0.0353399703158229	0.115232122591671
TAD1858	Hepatitis B	0.061383621752249	0.116002141856372
TAD1858	Human immunodeficiency virus 1 infection	0.0793324750903166	0.119543551774631
TAD1858	Human T-cell leukemia virus 1 infection	0.0818777630426095	0.119543551774631
TAD1858	IL-17 signaling pathway	0.0353399703158229	0.115232122591671
TAD1858	Inflammatory mediator regulation of TRP channels	0.0379657447445247	0.115232122591671
TAD1858	Influenza A	0.0643298389728526	0.116483782209881
TAD1858	Insulin resistance	0.0409607902475928	0.115232122591671
TAD1858	Insulin signaling pathway	0.0517657142616359	0.115232122591671
TAD1858	Kaposi sarcoma-associated herpesvirus infection	0.0698373666834616	0.116895301324227
TAD1858	MAPK signaling pathway	0.109210998994361	0.126402479830167
TAD1858	Measles	0.052136843140594	0.115232122591671
TAD1858	Mitophagy	0.0247890941094617	0.115232122591671
TAD1858	Necroptosis	0.0610149103296035	0.116002141856372
TAD1858	Neurotrophin signaling pathway	0.045068818696661	0.115232122591671
TAD1858	NOD-like receptor signaling pathway	0.0669027160955511	0.116873426769585
TAD1858	Non-alcoholic fatty liver disease (NAFLD)	0.0562128714951657	0.115232122591671
TAD1858	Osteoclast differentiation	0.0480490959461599	0.115232122591671
TAD1858	Pancreatic cancer	0.0285660493034501	0.115232122591671
TAD1858	Pertussis	0.0289432075604823	0.115232122591671
TAD1858	Progesterone-mediated oocyte maturation	0.037590926203516	0.115232122591671
TAD1858	Prolactin signaling pathway	0.0266787930732547	0.115232122591671
TAD1858	Protein processing in endoplasmic reticulum	0.062120755008328	0.116002141856372
TAD1858	Ras signaling pathway	0.0865922722644238	0.120759284562
TAD1858	Relaxin signaling pathway	0.0491650992496279	0.115232122591671
TAD1858	Retrograde endocannabinoid signaling	0.0558428072701608	0.115232122591671
TAD1858	RIG-I-like receptor signaling pathway	0.0266787930732547	0.115232122591671
TAD1858	Salmonella infection	0.0327094223730203	0.115232122591671
TAD1858	Shigellosis	0.0247890941094617	0.115232122591671
TAD1858	Sphingolipid signaling pathway	0.045068818696661	0.115232122591671
TAD1858	Th1 and Th2 cell differentiation	0.0349644701096399	0.115232122591671
TAD1858	Th17 cell differentiation	0.0405867499941792	0.115232122591671
TAD1858	Tight junction	0.0639618994679266	0.116483782209881
TAD1858	TNF signaling pathway	0.0417085790798323	0.115232122591671
TAD1858	Toll-like receptor signaling pathway	0.039464045733099	0.115232122591671
TAD1858	Toxoplasmosis	0.0428295333313014	0.115232122591671
TAD1858	Tuberculosis	0.0672698844916307	0.116873426769585
TAD1858	Type II diabetes mellitus	0.017585932461072	0.115232122591671
TAD1858	Wnt signaling pathway	0.0595390990467472	0.116002141856372
TAD1859	Adipocytokine signaling pathway	0.101181594772088	0.123640309156921
TAD1859	AGE-RAGE signaling pathway in diabetic complications	0.143508470096196	0.148879437131969
TAD1859	Apoptosis	0.199198606048714	0.202792395333098
TAD1859	Autophagy	0.180160484599861	0.184241790076233
TAD1859	C-type lectin receptor signaling pathway	0.148834824918964	0.153498057031307
TAD1859	cAMP signaling pathway	0.281664647775601	0.282918082317514
TAD1859	Chagas disease (American trypanosomiasis)	0.147506090419032	0.152426175841773
TAD1859	Choline metabolism in cancer	0.142172116129372	0.147687010837875
TAD1859	Colorectal cancer	0.124624700714449	0.130661597298493
TAD1859	Dopaminergic synapse	0.184000975790599	0.187926012766093
TAD1859	Epithelial cell signaling in Helicobacter pylori infection	0.0997848295735981	0.12317189900491
TAD1859	Epstein-Barr virus infection	0.269062588737338	0.270604003949709
TAD1859	ErbB signaling pathway	0.123261364751901	0.130182457425137
TAD1859	Fc epsilon RI signaling pathway	0.0997848295735981	0.12317189900491
TAD1859	Fluid shear stress and atherosclerosis	0.194161804724688	0.19779216728885
TAD1859	Focal adhesion	0.266749649587051	0.268448691941109
TAD1859	FoxO signaling pathway	0.185277470157762	0.189107495380662
TAD1859	GnRH signaling pathway	0.134113772966218	0.140052717307749
TAD1859	Hepatitis B	0.223952510378815	0.226823696409313
TAD1859	Human immunodeficiency virus 1 infection	0.281664647775601	0.282918082317514
TAD1859	Human T-cell leukemia virus 1 infection	0.28958011050053	0.290683973691764
TAD1859	IL-17 signaling pathway	0.134113772966218	0.140052717307749
TAD1859	Inflammatory mediator regulation of TRP channels	0.143508470096196	0.148879437131969
TAD1859	Influenza A	0.233656138403533	0.236046482530424
TAD1859	Insulin resistance	0.154130800719052	0.158546005947983
TAD1859	Insulin signaling pathway	0.191632529254877	0.195467654114077
TAD1859	Kaposi sarcoma-associated herpesvirus infection	0.251551263562303	0.253314847946742
TAD1859	MAPK signaling pathway	0.370521177792979	0.371461586873672
TAD1859	Measles	0.192898075197335	0.196631586330187
TAD1859	Mitophagy	0.0955825870542107	0.122880787262533
TAD1859	Necroptosis	0.222731670070024	0.225731904240307
TAD1859	Neurotrophin signaling pathway	0.168539376344075	0.17269274618913
TAD1859	NOD-like receptor signaling pathway	0.242055440862023	0.244375461061978
TAD1859	Non-alcoholic fatty liver disease (NAFLD)	0.206699717273059	0.210022863853012
TAD1859	Nucleotide excision repair	0.0699892120586829	0.116895301324227
TAD1859	Osteoclast differentiation	0.178876643521328	0.183047342463535
TAD1859	Pancreatic cancer	0.109520551658387	0.126402479830167
TAD1859	Pertussis	0.110903462669141	0.126426746765687
TAD1859	Progesterone-mediated oocyte maturation	0.142172116129372	0.147687010837875
TAD1859	Prolactin signaling pathway	0.102576373106852	0.124478240790189
TAD1859	Protein processing in endoplasmic reticulum	0.226388919344603	0.229144453917023
TAD1859	Ras signaling pathway	0.304068497429879	0.305033794247117
TAD1859	Relaxin signaling pathway	0.182722648337529	0.186741128313904
TAD1859	Retrograde endocannabinoid signaling	0.20545402198482	0.208891476664102
TAD1859	RIG-I-like receptor signaling pathway	0.102576373106852	0.124478240790189
TAD1859	Salmonella infection	0.124624700714449	0.130661597298493
TAD1859	Shigellosis	0.0955825870542107	0.122880787262533
TAD1859	Sphingolipid signaling pathway	0.168539376344075	0.17269274618913
TAD1859	Th1 and Th2 cell differentiation	0.132763989291964	0.138826673118003
TAD1859	Th17 cell differentiation	0.152809646171171	0.157289407785309
TAD1859	Tight junction	0.23244929767661	0.235127970761231
TAD1859	TNF signaling pathway	0.156767445763701	0.161153262398599
TAD1859	Toll-like receptor signaling pathway	0.148834824918964	0.153498057031307
TAD1859	Toxoplasmosis	0.160708289988792	0.164989667434887
TAD1859	Tuberculosis	0.24324842810096	0.24542306283494
TAD1859	Type II diabetes mellitus	0.0685480796393525	0.116895301324227
TAD1859	Wnt signaling pathway	0.217830682862442	0.220906597511334
TAD506	Adipocytokine signaling pathway	0.0768746354325233	0.118923783923687
TAD506	AGE-RAGE signaling pathway in diabetic complications	0.00552185139100711	0.110437027820142
TAD506	Aldosterone-regulated sodium reabsorption	0.0419016963965186	0.115232122591671
TAD506	Amoebiasis	0.00509901170199557	0.104629071287701
TAD506	ECM-receptor interaction	0.00374485660240902	0.0916466954876554
TAD506	Focal adhesion	0.0207091803584231	0.115232122591671
TAD506	Human papillomavirus infection	0.052740677454869	0.115232122591671
TAD506	Insulin resistance	0.117960621670951	0.128981164180002
TAD506	Longevity regulating pathway	0.111747480791537	0.126450006764748
TAD506	Pathways in cancer	0.120735924578203	0.129771183839744
TAD506	PI3K-Akt signaling pathway	0.00634142761326756	0.114016399159268
TAD506	Protein digestion and absorption	0.00449454790502309	0.100019516759669
TAD506	Regulation of lipolysis in adipocytes	0.0617161252505158	0.116002141856372
TAD506	Relaxin signaling pathway	0.0091868731904952	0.115232122591671
TAD506	Small cell lung cancer	0.00479229045477513	0.100957585580596
TAD506	Type II diabetes mellitus	0.0518549192019608	0.115232122591671
TAD927	Adipocytokine signaling pathway	0.051920117158856	0.115232122591671
TAD927	AGE-RAGE signaling pathway in diabetic complications	0.0745039621816982	0.11858757455853
TAD927	Amoebiasis	0.0716153623379713	0.118113019304796
TAD927	Amyotrophic lateral sclerosis (ALS)	0.0385974959022085	0.115232122591671
TAD927	Apoptosis	0.10508632533288	0.125105764779263
TAD927	Colorectal cancer	0.0643609758665987	0.116483782209881
TAD927	Epithelial cell signaling in Helicobacter pylori infection	0.051184030293296	0.115232122591671
TAD927	Fatty acid biosynthesis	0.00995906202828822	0.115232122591671
TAD927	Fatty acid degradation	0.0333745220507028	0.115232122591671
TAD927	Ferroptosis	0.0303793642714779	0.115232122591671
TAD927	Hepatitis B	0.119020993495784	0.129602460181488
TAD927	Hepatitis C	0.11346898682744	0.126789956992472
TAD927	IL-17 signaling pathway	0.0694439854016072	0.116895301324227
TAD927	Legionellosis	0.0415714784119915	0.115232122591671
TAD927	Measles	0.10157410945901	0.123832633445398
TAD927	Natural killer cell mediated cytotoxicity	0.0966377152622144	0.122935610123605
TAD927	Non-alcoholic fatty liver disease (NAFLD)	0.109285873827168	0.126402479830167
TAD927	p53 signaling pathway	0.0541255231078312	0.115232122591671
TAD927	Parkinson disease	0.10438479906583	0.125105764779263
TAD927	Peroxisome	0.0621754716069909	0.116002141856372
TAD927	Pertussis	0.0570594127143718	0.115375190636324
TAD927	PPAR signaling pathway	0.0555934173283761	0.115232122591671
TAD927	Serotonergic synapse	0.0838402395075344	0.119543551774631
TAD927	Small cell lung cancer	0.0694439854016072	0.116895301324227
TAD927	TNF signaling pathway	0.081692711291485	0.119543551774631
TAD927	Toxoplasmosis	0.0838402395075344	0.119543551774631
TAD927	Viral myocarditis	0.0445377905864172	0.115232122591671
TAD1362	Adrenergic signaling in cardiomyocytes	0.0723065764576119	0.1185626356522
TAD1362	Alcoholism	0.0891557856135407	0.122358683260164
TAD1362	Aldosterone synthesis and secretion	0.0493140781474406	0.115232122591671
TAD1362	Amphetamine addiction	0.0344162470868672	0.115232122591671
TAD1362	AMPK signaling pathway	0.0601290884495725	0.116002141856372
TAD1362	cAMP signaling pathway	0.10435895480321	0.125105764779263
TAD1362	cGMP-PKG signaling pathway	0.0824438885788062	0.119543551774631
TAD1362	Cholinergic synapse	0.0562070921038219	0.115232122591671
TAD1362	Cocaine addiction	0.0248908302174723	0.115232122591671
TAD1362	Cortisol synthesis and secretion	0.0329168936841359	0.115232122591671
TAD1362	Cushing syndrome	0.0771442869966578	0.118923783923687
TAD1362	Dopaminergic synapse	0.0655018590229091	0.116636733975924
TAD1362	Estrogen signaling pathway	0.0684227340264977	0.116873426769585
TAD1362	Glucagon signaling pathway	0.0517801882419708	0.115232122591671
TAD1362	Hepatitis B	0.0810008123734034	0.119543551774631
TAD1362	Human cytomegalovirus infection	0.1104805590092	0.126402479830167
TAD1362	Human T-cell leukemia virus 1 infection	0.107659115766506	0.126402479830167
TAD1362	Huntington disease	0.0953552264725492	0.122880787262533
TAD1362	Insulin resistance	0.0542414973450748	0.115232122591671
TAD1362	Insulin secretion	0.0433757885322613	0.115232122591671
TAD1362	Longevity regulating pathway	0.0512873505019721	0.115232122591671
TAD1362	Mitophagy	0.0329168936841359	0.115232122591671
TAD1362	Parathyroid hormone synthesis, secretion and action	0.0532575494236703	0.115232122591671
TAD1362	Prostate cancer	0.0488202794605933	0.115232122591671
TAD1362	Relaxin signaling pathway	0.0650143795544809	0.116636733975924
TAD1362	Thermogenesis	0.113295306233357	0.126789956992472
TAD1362	Thyroid hormone synthesis	0.0374097229153818	0.115232122591671
TAD1362	TNF signaling pathway	0.0552246781055047	0.115232122591671
TAD1362	Vasopressin-regulated water reabsorption	0.0223724710165178	0.115232122591671
TAD1362	Viral carcinogenesis	0.0991545037746685	0.122935610123605
TAD1823	Adrenergic signaling in cardiomyocytes	0.0547320342034118	0.115232122591671
TAD1823	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	0.027433988604894	0.115232122591671
TAD1823	Cardiac muscle contraction	0.0296972311866499	0.115232122591671
