TAD	Term	ID	P.value	P.adjust
TAD2194	positive regulation of protein localization to chromosome, telomeric region 	1904816	0.00759769847296976	0.0313865936270947
TAD2194	positive regulation of protein localization to nucleus 	1900182	0.0287306992301906	0.0436809132151573
TAD2194	positive regulation of RNA export from nucleus 	0046833	0.00415066354797089	0.0312226708723271
TAD2194	positive regulation of telomerase activity 	0051973	0.0239944595424976	0.0408060034296495
TAD2194	positive regulation of telomerase RNA localization to Cajal body 	1904874	0.0103475906453651	0.0320301343511385
TAD2194	positive regulation of telomere maintenance via telomerase 	0032212	0.0219582872978507	0.0395469146612442
TAD2194	positive regulation of telomere maintenance via telomere lengthening 	1904358	0.0233161597715218	0.0404448460452643
TAD2194	pre-mRNA cleavage required for polyadenylation 	0098789	0.00828581544809626	0.0313865936270947
TAD2194	protein heterooligomerization 	0051291	0.0334462437733438	0.0468479588725396
TAD2194	protein heterotetramerization 	0051290	0.0130906230966046	0.0335055941460385
TAD2194	protein tetramerization 	0051262	0.060654481736122	0.0643004081638415
TAD2194	regulation of cardiac muscle cell differentiation 	2000725	0.00759769847296976	0.0313865936270947
TAD2194	regulation of establishment of protein localization to telomere 	0070203	0.00690915181264495	0.0312226708723271
TAD2194	regulation of protein localization to Cajal body 	1904869	0.0055307684823519	0.0312226708723271
TAD2194	regulation of RNA export from nucleus 	0046831	0.0103475906453651	0.0320301343511385
TAD2194	regulation of telomerase activity 	0051972	0.0287306992301906	0.0436809132151573
TAD2194	regulation of telomerase RNA localization to Cajal body 	1904872	0.0124055072500905	0.0330028334900394
TAD2194	regulation of telomere maintenance via telomerase 	0032210	0.0347897523261413	0.0476818163474596
TAD2194	retina homeostasis 	0001895	0.0260268158202509	0.0420394554139981
TAD2194	RNA polyadenylation 	0043631	0.0192374440163258	0.0373505469004725
TAD2194	transmembrane receptor protein tyrosine phosphatase signaling pathway 	0007185	0.00415066354797089	0.0312226708723271
TAD2986	'de novo' posttranslational protein folding 	0051084	0.0103511634102998	0.0320301343511385
TAD2986	cellular response to heat 	0034605	0.0161786603198177	0.0354189984188881
TAD2986	cellular response to topologically incorrect protein 	0035967	0.00931992121486969	0.0317468008020042
TAD2986	cellular response to unfolded protein 	0034620	0.00759927398430627	0.0313865936270947
TAD2986	chaperone mediated protein folding requiring cofactor 	0051085	0.00828781953161928	0.0313865936270947
TAD2986	negative regulation of B cell activation 	0050869	0.00587623680036886	0.0312226708723271
TAD2986	negative regulation of immune response 	0050777	0.0151522784201357	0.0347545975341708
TAD2986	negative regulation of lymphocyte activation 	0051250	0.00656573862759602	0.0312226708723271
TAD2986	negative regulation of peptidyl-tyrosine phosphorylation 	0050732	0.00931992121486969	0.0317468008020042
TAD2986	negative regulation of protein phosphorylation 	0001933	0.0601700257242909	0.0639902445891451
TAD2986	regulation of adaptive immune response 	0002819	0.00484126627709947	0.0312226708723271
TAD2986	regulation of B cell activation 	0050864	0.0324847301635811	0.0462125127829364
TAD2986	regulation of cell communication 	0010646	0.0243589476121314	0.0410328416059408
TAD2986	regulation of peptidyl-tyrosine phosphorylation 	0050730	0.0291055937541405	0.0440364417892594
TAD2986	response to unfolded protein 	0006986	0.01480996082487	0.0344894446685106
TAD1915	2-oxoglutarate metabolic process 	0006103	0.0210027253870707	0.0387488814250453
TAD1915	aminoglycan catabolic process 	0006026	0.039187909424557	0.05049310192559
TAD1915	aspartate family amino acid biosynthetic process 	0009067	0.0136380317505066	0.0337044039278598
TAD1915	aspartate family amino acid catabolic process 	0009068	0.0234460605592365	0.0405342695151073
TAD1915	aspartate family amino acid metabolic process 	0009066	0.0124055072500912	0.0330028334900394
TAD1915	carboxylic acid biosynthetic process 	0046394	0.0535058631886886	0.0598078193985639
TAD1915	cellular amino acid biosynthetic process 	0008652	0.0343699733320938	0.0474200695843467
TAD1915	cellular respiration 	0045333	0.0687894750770504	0.0697531059066268
TAD1915	collagen fibril organization 	0030199	0.0355765919006477	0.0481931803664167
TAD1915	copper ion homeostasis 	0055070	0.0160987238311886	0.0353449849770264
TAD1915	copper ion transport 	0006825	0.0173268946336179	0.036017726447192
TAD1915	cytochrome complex assembly 	0017004	0.0124055072500912	0.0330028334900394
TAD1915	dicarboxylic acid biosynthetic process 	0043650	0.0124055072500912	0.0330028334900394
TAD1915	dicarboxylic acid catabolic process 	0043649	0.0160987238311886	0.0353449849770264
TAD1915	endoplasmic reticulum tubular network organization 	0071786	0.0160987238311886	0.0353449849770264
TAD1915	gluconeogenesis 	0006094	0.0499453873907869	0.0575493525660301
TAD1915	glutamate metabolic process 	0006536	0.0258836357476641	0.0419103425056673
TAD1915	glutamine family amino acid metabolic process 	0009064	0.0283154637341165	0.0435145960398151
TAD1915	glycerol metabolic process 	0006071	0.0136380317505066	0.0337044039278598
TAD1915	glycosaminoglycan catabolic process 	0006027	0.0676221382535519	0.0690530783012389
TAD1915	heme biosynthetic process 	0006783	0.0197788938054999	0.0377948361284341
TAD1915	hexose biosynthetic process 	0019319	0.0535058631886886	0.0598078193985639
TAD1915	hydrogen ion transmembrane transport 	1902600	0.0343699733320938	0.0474200695843467
TAD1915	inorganic cation transmembrane transport 	0098662	0.161009687145596	0.161375943975222
TAD1915	iron ion homeostasis 	0055072	0.0757645611981485	0.076649502164524
TAD1915	iron ion transport 	0006826	0.0148691034068993	0.0344894446685106
TAD1915	lysosome organization 	0007040	0.0379855583657169	0.0498707461441053
TAD1915	lytic vacuole organization 	0080171	0.0343699733320938	0.0474200695843467
TAD1915	melanosome organization 	0032438	0.0283154637341165	0.0435145960398151
TAD1915	mitochondrial electron transport, cytochrome c to oxygen 	0006123	0.0258836357476641	0.0419103425056673
TAD1915	negative regulation of catenin import into nucleus 	0035414	0.0111715282920528	0.0323336971931206
TAD1915	negative regulation of protein import into nucleus 	0042308	0.0271002673433162	0.0425649035395706
TAD1915	negative regulation of protein kinase B signaling 	0051898	0.0427864528456886	0.0529245851237014
TAD1915	neurotrophin signaling pathway 	0038179	0.0210027253870707	0.0387488814250453
TAD1915	neurotrophin TRK receptor signaling pathway 	0048011	0.0111715282920528	0.0323336971931206
TAD1915	nucleobase-containing compound catabolic process 	0034655	0.0523204405291702	0.0590835017074449
TAD1915	nucleobase-containing small molecule catabolic process 	0034656	0.0185536174227571	0.0369484590827856
TAD1915	peptidyl-L-cysteine S-palmitoylation 	0018230	0.0271002673433162	0.0425649035395706
TAD1915	peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine 	0018231	0.0271002673433162	0.0425649035395706
TAD1915	porphyrin-containing compound biosynthetic process 	0006779	0.0222251137710214	0.0396787629340057
TAD1915	positive regulation of axon extension 	0045773	0.0234460605592365	0.0405342695151073
TAD1915	positive regulation of axonogenesis 	0050772	0.0451784060802443	0.0544298850713305
TAD1915	positive regulation of developmental growth 	0048639	0.0617646941480366	0.0651596304909643
TAD1915	protein complex subunit organization 	0071822	0.0546898853210539	0.0605845319024443
TAD1915	protein localization to cell periphery 	1990778	0.00915820335090704	0.0317468008020042
TAD1915	protein localization to membrane 	0072657	0.0166324090455315	0.0356632117934799
TAD1915	protein localization to plasma membrane 	0072659	0.0112084679767858	0.0323885413392492
TAD1915	protein palmitoylation 	0018345	0.0367817863845269	0.0490336693581523
TAD1915	proton transport 	0015992	0.0379855583657169	0.0498707461441053
TAD1915	regulation of axon extension 	0030516	0.041588355088316	0.0521661113727479
TAD1915	regulation of catenin import into nucleus 	0035412	0.0234460605592365	0.0405342695151073
TAD1915	respiratory chain complex IV assembly 	0008535	0.0307415572737627	0.0450325366475431
TAD1915	response to corticosteroid 	0031960	0.0136380317505066	0.0337044039278598
TAD1915	response to glucocorticoid 	0051384	0.02952922651363	0.0442045311098933
TAD1915	sprouting angiogenesis 	0002040	0.0535058631886886	0.0598078193985639
TAD1915	transition metal ion homeostasis 	0055076	0.000398919805311934	0.0202747179124309
TAD1915	transition metal ion transport 	0000041	0.0331619290952284	0.0466647151194864
TAD2536	2-oxoglutarate metabolic process 	0006103	0.0198468844489214	0.0378202946606561
TAD2536	ameboidal-type cell migration 	0001667	0.0461089973998987	0.0550593148999973
TAD2536	anterograde axonal transport 	0008089	0.0359123955092232	0.048484791632687
TAD2536	anterograde synaptic vesicle transport 	0048490	0.0175313484318086	0.0362293494890224
TAD2536	axonal transport 	0098930	0.0415897697057546	0.0521661113727479
TAD2536	cardiac atrium morphogenesis 	0003209	0.0198468844489214	0.0378202946606561
TAD2536	cardiac muscle cell differentiation 	0055007	0.0175313484318086	0.0362293494890224
TAD2536	cardiac muscle tissue development 	0048738	0.0415897697057546	0.0521661113727479
TAD2536	cardiac ventricle formation 	0003211	0.0070475775249591	0.0312452180388064
TAD2536	cardiac ventricle morphogenesis 	0003208	0.0494852480810212	0.0571882203276392
TAD2536	cardiocyte differentiation 	0035051	0.0152106646358691	0.0347545975341708
TAD2536	cellular response to nerve growth factor stimulus 	1990090	0.0256132731708526	0.0417661355834386
TAD2536	chemokine-mediated signaling pathway 	0070098	0.0595466437795926	0.0635748313263112
TAD2536	coronary vasculature development 	0060976	0.0070475775249591	0.0312452180388064
TAD2536	cytoplasmic microtubule organization 	0031122	0.055087351084047	0.0608361069207726
TAD2536	determination of heart left/right asymmetry 	0061371	0.0461089973998987	0.0550593148999973
TAD2536	dicarboxylic acid metabolic process 	0043648	0.0673027826376381	0.0687893493948386
TAD2536	embryonic heart tube development 	0035050	0.0186897592430623	0.0369484590827856
TAD2536	embryonic heart tube morphogenesis 	0003143	0.0461089973998987	0.0550593148999973
TAD2536	embryonic organ morphogenesis 	0048562	0.0381871329952376	0.0498707461441053
TAD2536	endothelial cell differentiation 	0045446	0.0152106646358691	0.0347545975341708
TAD2536	endothelium development 	0003158	0.0117199633845143	0.0326965588835301
TAD2536	epithelial tube morphogenesis 	0060562	0.0393226065187851	0.0505319927036987
TAD2536	gastrulation 	0007369	0.0198468844489214	0.0378202946606561
TAD2536	heart development 	0007507	0.0130066672597984	0.0335055941460385
TAD2536	heart looping 	0001947	0.0415897697057546	0.0521661113727479
TAD2536	heart morphogenesis 	0003007	0.00154733165135442	0.0312226708723271
TAD2536	hexose metabolic process 	0019318	0.0517298299901412	0.0587175287992933
TAD2536	mesenchyme development 	0060485	0.0186897592430623	0.0369484590827856
TAD2536	mesoderm development 	0007498	0.0244625559526454	0.0410768764449113
TAD2536	mesoderm formation 	0001707	0.000245031592609986	0.0140290969463819
TAD2536	mesoderm morphogenesis 	0048332	5.84373052031126e-05	0.00466302087345152
TAD2536	negative chemotaxis 	0050919	0.0302033793488733	0.0446308388202118
TAD2536	negative regulation of axon extension 	0030517	0.0267627127903166	0.0423916508076161
TAD2536	negative regulation of axon extension involved in axon guidance 	0048843	0.0175313484318086	0.0362293494890224
TAD2536	negative regulation of axon guidance 	1902668	0.0198468844489214	0.0378202946606561
TAD2536	negative regulation of cell projection organization 	0031345	0.0472356664087363	0.0558276220751541
TAD2536	negative regulation of cytoskeleton organization 	0051494	0.0279108761409458	0.0431002815101622
TAD2536	negative regulation of microtubule depolymerization 	0007026	0.021002725387071	0.0387488814250453
TAD2536	negative regulation of microtubule polymerization or depolymerization 	0031111	0.0313477218595325	0.0455570690659013
TAD2536	negative regulation of myeloid cell differentiation 	0045638	0.0256132731708526	0.0417661355834386
TAD2536	negative regulation of neuron projection development 	0010977	0.0584336812278524	0.0629830807873917
TAD2536	negative regulation of protein depolymerization 	1901880	0.0233105598044925	0.0404448460452643
TAD2536	negative regulation of protein kinase B signaling 	0051898	0.0404568183174643	0.0513659741786644
TAD2536	negative regulation of supramolecular fiber organization 	1902904	0.00180253981330187	0.0312226708723271
TAD2536	neural crest cell development 	0014032	0.0404568183174643	0.0513659741786644
TAD2536	neural crest cell migration 	0001755	0.0324907934080815	0.0462125127829364
TAD2536	neurogenesis 	0022008	0.0573194791243357	0.0621789340019287
TAD2536	organelle fission 	0048285	0.0324907934080815	0.0462125127829364
TAD2536	organonitrogen compound catabolic process 	1901565	0.0639861243080231	0.0668421176927642
TAD2536	peptide catabolic process 	0043171	0.0290577645513563	0.0439842234653218
TAD2536	peptidyl-glutamic acid modification 	0018200	0.0313477218595325	0.0455570690659013
TAD2536	peroxisome fission 	0016559	0.0105538107765832	0.032234223274686
TAD2536	peroxisome organization 	0007031	0.0267627127903166	0.0423916508076161
TAD2536	positive regulation of blood vessel endothelial cell migration 	0043536	0.0517298299901412	0.0587175287992933
TAD2536	positive regulation of calcineurin-NFAT signaling cascade 	0070886	0.00821761919558239	0.0313865936270947
TAD2536	positive regulation of calcium-mediated signaling 	0050850	0.0324907934080815	0.0462125127829364
TAD2536	positive regulation of catalytic activity 	0043085	0.0381871329952376	0.0498707461441053
TAD2536	positive regulation of cell-matrix adhesion 	0001954	0.0381871329952376	0.0498707461441053
TAD2536	positive regulation of cell-substrate adhesion 	0010811	0.0595466437795926	0.0635748313263112
TAD2536	positive regulation of cell adhesion mediated by integrin 	0033630	0.0163716506761731	0.0355658635586251
TAD2536	positive regulation of cell migration 	0030335	0.0272900967550731	0.0427998145464552
TAD2536	positive regulation of cell migration involved in sprouting angiogenesis 	0090050	0.0186897592430623	0.0369484590827856
TAD2536	positive regulation of cell morphogenesis involved in differentiation 	0010770	0.0661984608173875	0.0681071270988228
TAD2536	positive regulation of cell motility 	2000147	0.0184082945460529	0.0369332126172441
TAD2536	positive regulation of epithelial cell differentiation 	0030858	0.0221572833938987	0.0396787259080702
TAD2536	positive regulation of muscle cell differentiation 	0051149	0.0393226065187851	0.0505319927036987
TAD2536	positive regulation of Notch signaling pathway 	0045747	0.0381871329952376	0.0498707461441053
TAD2536	positive regulation of protein localization to cell periphery 	1904377	0.0528502492902645	0.05937084872049
TAD2536	positive regulation of protein localization to plasma membrane 	1903078	0.0494852480810212	0.0571882203276392
TAD2536	positive regulation of protein targeting to membrane 	0090314	0.0256132731708526	0.0417661355834386
TAD2536	positive regulation of sprouting angiogenesis 	1903672	0.0324907934080815	0.0462125127829364
TAD2536	positive regulation of striated muscle cell differentiation 	0051155	0.0198468844489214	0.0378202946606561
TAD2536	positive regulation of substrate adhesion-dependent cell spreading 	1900026	0.0313477218595325	0.0455570690659013
TAD2536	protein polyglutamylation 	0018095	0.0105538107765832	0.032234223274686
TAD2536	regulation of actin nucleation 	0051125	0.0186897592430623	0.0369484590827856
TAD2536	regulation of axon extension involved in axon guidance 	0048841	0.0267627127903166	0.0423916508076161
TAD2536	regulation of calcineurin-NFAT signaling cascade 	0070884	0.0163716506761731	0.0355658635586251
TAD2536	regulation of cell-matrix adhesion 	0001952	0.0595466437795926	0.0635748313263112
TAD2536	regulation of cell adhesion mediated by integrin 	0033628	0.0347731289113961	0.0476818163474596
TAD2536	regulation of cell migration 	0030334	0.00562893696268622	0.0312226708723271
TAD2536	regulation of cell migration involved in sprouting angiogenesis 	0090049	0.0347731289113961	0.0476818163474596
TAD2536	regulation of lamellipodium morphogenesis 	2000392	0.012884822333586	0.0334524109707598
TAD2536	regulation of megakaryocyte differentiation 	0045652	0.0562040361748762	0.0615952960523625
TAD2536	regulation of microtubule depolymerization 	0031114	0.0256132731708526	0.0417661355834386
TAD2536	regulation of protein targeting to membrane 	0090313	0.0313477218595325	0.0455570690659013
TAD2536	regulation of striated muscle cell differentiation 	0051153	0.00938636316297958	0.0317468008020042
TAD2536	regulation of substrate adhesion-dependent cell spreading 	1900024	0.0472356664087363	0.0558276220751541
TAD2536	response to growth factor 	0070848	0.0302033793488733	0.0446308388202118
TAD2536	semaphorin-plexin signaling pathway 	0071526	0.033632595317978	0.0469272643470177
TAD2536	spermatid development 	0007286	0.0415897697057546	0.0521661113727479
TAD2536	striated muscle cell differentiation 	0051146	0.0221572833938987	0.0396787259080702
TAD2536	synaptic vesicle transport along microtubule 	0099517	0.0175313484318086	0.0362293494890224
TAD2536	tricarboxylic acid metabolic process 	0072350	0.0152106646358691	0.0347545975341708
TAD2536	vascular smooth muscle cell differentiation 	0035886	0.0070475775249591	0.0312452180388064
TAD1149	3'-phosphoadenosine 5'-phosphosulfate biosynthetic process 	0050428	0.00580690408359452	0.0312226708723271
TAD1149	3'-phosphoadenosine 5'-phosphosulfate metabolic process 	0050427	0.023989521142484	0.0408060034296495
TAD1149	anterograde axonal transport 	0008089	0.0296669323098782	0.0442775687817835
TAD1149	anterograde synaptic vesicle transport 	0048490	0.014458575462806	0.0341031232244188
TAD1149	apoptotic cell clearance 	0043277	0.0249378933457051	0.041220436227747
TAD1149	axonal transport 	0098930	0.0343746663807963	0.0474200695843467
TAD1149	bone development 	0060348	0.032494123659798	0.0462125127829364
TAD1149	bone morphogenesis 	0060349	0.0154155445253334	0.0347545975341708
TAD1149	cellular iron ion homeostasis 	0006879	0.0529943212413696	0.0593944317031674
TAD1149	cellular response to iron ion 	0071281	1.30772446206396e-05	0.00146251320125985
TAD1149	cellular response to metal ion 	0071248	0.0040965040034258	0.0312226708723271
TAD1149	cranial nerve development 	0021545	0.0125420457267629	0.0332098723137882
TAD1149	ear morphogenesis 	0042471	0.0230402924725287	0.0402000391874698
TAD1149	embryonic camera-type eye morphogenesis 	0048596	0.00580690408359452	0.0312226708723271
TAD1149	embryonic cranial skeleton morphogenesis 	0048701	0.014458575462806	0.0341031232244188
TAD1149	embryonic forelimb morphogenesis 	0035115	0.00869859964850506	0.0317221844764827
TAD1149	embryonic limb morphogenesis 	0030326	0.032494123659798	0.0462125127829364
TAD1149	embryonic skeletal system morphogenesis 	0048704	0.0201874605203231	0.0382297735535656
TAD1149	endosomal transport 	0016197	0.0201176896565826	0.0381855529087485
TAD1149	endosome to melanosome transport 	0035646	0.00869859964850506	0.0317221844764827
TAD1149	endosome to pigment granule transport 	0043485	0.00869859964850506	0.0317221844764827
TAD1149	establishment of melanosome localization 	0032401	0.0173268946336177	0.036017726447192
TAD1149	forelimb morphogenesis 	0035136	0.00966076129610061	0.0317468008020042
TAD1149	glandular epithelial cell development 	0002068	0.00580690408359452	0.0312226708723271
TAD1149	glutathione metabolic process 	0006749	0.00100110928180869	0.0312226708723271
TAD1149	inner ear morphogenesis 	0042472	0.0211392628761875	0.0387587210105644
TAD1149	iron ion homeostasis 	0055072	0.0594320437030554	0.063545508639667
TAD1149	kidney development 	0001822	0.0594320437030554	0.063545508639667
TAD1149	melanosome localization 	0032400	0.0192347988387677	0.0373505469004725
TAD1149	melanosome organization 	0032438	0.022090206621919	0.0396223607807736
TAD1149	melanosome transport 	0032402	0.0163716506761721	0.0355658635586251
TAD1149	negative regulation of apoptotic process 	0043066	0.0785604029011149	0.0793987357135632
TAD1149	negative regulation of cell proliferation 	0008285	0.047026751863154	0.0556739606753741
TAD1149	negative regulation of cellular metabolic process 	0031324	0.032494123659798	0.0462125127829364
TAD1149	negative regulation of programmed cell death 	0043069	0.0579742514082621	0.0626344417666661
TAD1149	negative regulation of reactive oxygen species metabolic process 	2000378	0.0163716506761721	0.0355658635586251
TAD1149	negative regulation of transcription by competitive promoter binding 	0010944	0.00869859964850506	0.0317221844764827
TAD1149	peptide metabolic process 	0006518	0.00442269731235683	0.0312226708723271
TAD1149	pigment granule transport 	0051904	0.0163716506761721	0.0355658635586251
TAD1149	positive regulation of apoptotic process 	0043065	0.0346723336746732	0.0476368532346988
TAD1149	positive regulation of biomineral tissue development 	0070169	0.000453480510801042	0.0219743368297224
TAD1149	positive regulation of bone mineralization 	0030501	0.000399814971806905	0.0202747179124309
TAD1149	positive regulation of cell aging 	0090343	0.00773557004577641	0.0313865936270947
TAD1149	positive regulation of cell differentiation 	0045597	0.0147082642385134	0.0344894446685106
TAD1149	positive regulation of cellular senescence 	2000774	0.00677167176522153	0.0312226708723271
TAD1149	positive regulation of DNA-dependent DNA replication 	2000105	0.0115824836139131	0.0326590512939334
TAD1149	positive regulation of DNA damage response, signal transduction by p53 class mediator 	0043517	0.0135007427697469	0.0336818959107878
TAD1149	positive regulation of DNA replication 	0045740	0.0334348196990205	0.0468479588725396
TAD1149	positive regulation of multi-organism process 	0043902	0.0353136644130718	0.048089824879911
TAD1149	positive regulation of neuron apoptotic process 	0043525	0.0182812771154166	0.0367298762150151
TAD1149	positive regulation of neuron death 	1901216	0.036251814503251	0.0486784004473229
TAD1149	positive regulation of ossification 	0045778	0.0011269271424158	0.0312226708723271
TAD1149	positive regulation of osteoblast differentiation 	0045669	0.0334348196990205	0.0468479588725396
TAD1149	positive regulation of pathway-restricted SMAD protein phosphorylation 	0010862	0.0446571243749709	0.0540558168198705
TAD1149	positive regulation of peptide secretion 	0002793	0.0334348196990205	0.0468479588725396
TAD1149	positive regulation of protein import into nucleus 	0042307	0.0502227921884551	0.0577152451515382
TAD1149	positive regulation of protein transport 	0051222	0.0529943212413696	0.0593944317031674
TAD1149	positive regulation of response to biotic stimulus 	0002833	0.0163716506761721	0.0355658635586251
TAD1149	positive regulation of response to DNA damage stimulus 	2001022	0.0465157030941669	0.0553599688968042
TAD1149	positive regulation of response to stimulus 	0048584	0.0511474709721382	0.0582988206551462
TAD1149	positive regulation of secretion by cell 	1903532	0.0492972767078844	0.0570744139915148
TAD1149	positive regulation of signal transduction by p53 class mediator 	1901798	0.0163716506761721	0.0355658635586251
TAD1149	positive regulation of SMAD protein import into nucleus 	0060391	0.0115824836139131	0.0326590512939334
TAD1149	purine ribonucleoside bisphosphate biosynthetic process 	0034036	0.00580690408359452	0.0312226708723271
TAD1149	regulation of aldosterone biosynthetic process 	0032347	0.00580690408359452	0.0312226708723271
TAD1149	regulation of apoptotic process 	0042981	0.00640635932483976	0.0312226708723271
TAD1149	regulation of bone mineralization 	0030500	0.0010422445515223	0.0312226708723271
TAD1149	regulation of cellular senescence 	2000772	0.0230402924725287	0.0402000391874698
TAD1149	regulation of DNA-dependent DNA replication 	0090329	0.0115824836139131	0.0326590512939334
TAD1149	regulation of DNA damage response, signal transduction by p53 class mediator 	0043516	0.023989521142484	0.0408060034296495
TAD1149	regulation of epithelial cell proliferation 	0050678	0.0676494073510058	0.069067005248347
TAD1149	regulation of lipopolysaccharide-mediated signaling pathway 	0031664	0.0173268946336177	0.036017726447192
TAD1149	regulation of osteoblast differentiation 	0045667	0.0649177226523915	0.0674537271977172
TAD1149	regulation of pathway-restricted SMAD protein phosphorylation 	0060393	0.0557583388578455	0.0613390149788761
TAD1149	regulation of reactive oxygen species metabolic process 	2000377	0.0465157030941669	0.0553599688968042
TAD1149	regulation of SMAD protein import into nucleus 	0060390	0.0154155445253334	0.0347545975341708
TAD1149	regulation of tooth mineralization 	0070170	0.00580690408359452	0.0312226708723271
TAD1149	renal system development 	0072001	0.0557583388578455	0.0613390149788761
TAD1149	response to iron ion 	0010039	6.773825971744e-05	0.00528045787674259
TAD1149	skeletal system morphogenesis 	0048705	0.0296669323098782	0.0442775687817835
TAD1149	synaptic vesicle transport along microtubule 	0099517	0.014458575462806	0.0341031232244188
TAD1149	trigeminal nerve development 	0021559	0.00580690408359452	0.0312226708723271
TAD1149	tRNA aminoacylation 	0043039	0.0381255736842348	0.0498707461441053
TAD1149	tRNA aminoacylation for protein translation 	0006418	0.0437265740195298	0.0534594162280028
TAD1149	type B pancreatic cell development 	0003323	0.00580690408359452	0.0312226708723271
TAD1149	type B pancreatic cell differentiation 	0003309	0.00869859964850506	0.0317221844764827
TAD2129	3'-UTR-mediated mRNA stabilization 	0070935	0.0163716506761721	0.0355658635586251
TAD2129	autophagosome assembly 	0000045	0.0548378330952951	0.0606423614783632
TAD2129	autophagosome maturation 	0097352	0.022090206621919	0.0396223607807736
TAD2129	autophagosome organization 	1905037	0.0529943212413696	0.0593944317031674
TAD2129	autophagy of mitochondrion 	0000422	0.0381255736842348	0.0498707461441053
TAD2129	blood circulation 	0008015	0.047443732860343	0.0559388934039227
TAD2129	cellular defense response 	0006968	1.95387562346154e-05	0.00192238597749119
TAD2129	cellular hyperosmotic response 	0071474	0.00580690408359452	0.0312226708723271
TAD2129	cellular response to nitrogen levels 	0043562	0.0125420457267629	0.0332098723137882
TAD2129	cellular response to nitrogen starvation 	0006995	0.0125420457267629	0.0332098723137882
TAD2129	cellular response to osmotic stress 	0071470	0.0135007427697469	0.0336818959107878
TAD2129	epidermal growth factor receptor signaling pathway 	0007173	0.0539164941218467	0.0601287280104319
TAD2129	hyperosmotic response 	0006972	0.00677167176522153	0.0312226708723271
TAD2129	lymphocyte mediated immunity 	0002449	4.78171500465795e-05	0.00393966665505721
TAD2129	mitochondrion disassembly 	0061726	0.036251814503251	0.0486784004473229
TAD2129	mRNA stabilization 	0048255	0.0315525775546427	0.0456441323772382
TAD2129	natural killer cell activation 	0030101	0.0343746663807963	0.0474200695843467
TAD2129	negative regulation of GTPase activity 	0034260	0.0211392628761875	0.0387587210105644
TAD2129	negative regulation of intrinsic apoptotic signaling pathway 	2001243	0.0585148638334339	0.0630102677811092
TAD2129	negative regulation of necroptotic process 	0060546	0.00580690408359452	0.0312226708723271
TAD2129	negative regulation of necrotic cell death 	0060547	0.00677167176522153	0.0312226708723271
TAD2129	peptidyl-tyrosine autophosphorylation 	0038083	0.042795182064352	0.0529245851237014
TAD2129	positive regulation of leukocyte mediated cytotoxicity 	0001912	0.023989521142484	0.0408060034296495
TAD2129	positive regulation of natural killer cell mediated cytotoxicity 	0045954	0.0163716506761721	0.0355658635586251
TAD2129	positive regulation of natural killer cell mediated immunity 	0002717	0.0163716506761721	0.0355658635586251
