TAD	Term	ID	P.value	P.adjust
TAD2903	O-acyltransferase activity 	0008374	0.0187889595226078	0.0409148079210774
TAD816	1-acylglycerol-3-phosphate O-acyltransferase activity 	0003841	0.00783081511483164	0.0371593497322587
TAD816	acylglycerol O-acyltransferase activity 	0016411	0.0121600222250833	0.03744401100915
TAD816	ATP-dependent helicase activity 	0008026	0.0365488723533831	0.0546208217026321
TAD816	ATP-dependent RNA helicase activity 	0004004	0.0288997750248631	0.0489768780535585
TAD816	hydrolase activity, hydrolyzing O-glycosyl compounds 	0004553	0.0138874677982518	0.0379774733520519
TAD816	lysophosphatidic acid acyltransferase activity 	0042171	0.00869786845696419	0.0371593497322587
TAD816	O-acyltransferase activity 	0008374	0.0134558331435194	0.0376346596834492
TAD816	polyubiquitin modification-dependent protein binding 	0031593	0.0186254855927581	0.0408346930221195
TAD816	RNA-dependent ATPase activity 	0008186	0.0293259952781002	0.0491348802764474
TAD816	RNA helicase activity 	0003724	0.0288997750248631	0.0489768780535585
TAD2142	1-phosphatidylinositol-3-kinase activity 	0016303	0.0405291360622487	0.0574650956782738
TAD2142	1-phosphatidylinositol-4-phosphate 3-kinase activity 	0035005	0.00670203838921102	0.0371593497322587
TAD2142	3',5'-cyclic-AMP phosphodiesterase activity 	0004115	0.01431149270103	0.0379774733520519
TAD2142	3',5'-cyclic-GMP phosphodiesterase activity 	0047555	0.0105134154153173	0.0371593497322587
TAD2142	3',5'-cyclic-nucleotide phosphodiesterase activity 	0004114	0.0190404501907556	0.0412450937203313
TAD2142	anion transmembrane transporter activity 	0008509	0.0579569048620547	0.0689512027911926
TAD2142	bile acid transmembrane transporter activity 	0015125	8.31549290135395e-10	1.55014886630643e-07
TAD2142	monocarboxylic acid transmembrane transporter activity 	0008028	1.63017780994171e-08	2.19870232115888e-06
TAD2142	organic anion transmembrane transporter activity 	0008514	4.07986088279217e-07	4.19254275479309e-05
TAD2142	phosphatidylinositol-3-phosphate binding 	0032266	0.0293716383487568	0.0491348802764474
TAD2142	phosphatidylinositol-4,5-bisphosphate binding 	0005546	0.0561360523494582	0.0678284439922345
TAD2142	phosphatidylinositol-5-phosphate binding 	0010314	0.00956181964416636	0.0371593497322587
TAD2142	phosphatidylinositol 3-kinase activity 	0035004	0.0706137246860608	0.0774311066425402
TAD2142	phosphatidylinositol bisphosphate binding 	1902936	0.0804496996222458	0.0833063588218841
TAD2142	phosphatidylinositol kinase activity 	0052742	0.0479025557459869	0.0626542975341735
TAD2142	phosphatidylinositol phosphate binding 	1901981	0.0750964178866701	0.0801077952542927
TAD2142	phosphatidylinositol phosphate kinase activity 	0016307	0.01431149270103	0.0379774733520519
TAD2142	phosphatidylinositol phospholipase C activity 	0004435	0.0228087556515068	0.043897725272239
TAD2142	phospholipase C activity 	0004629	0.025626343361447	0.0459316021378759
TAD2142	secondary active transmembrane transporter activity 	0015291	3.21325070981602e-07	3.46709751589148e-05
TAD2142	sodium-independent organic anion transmembrane transporter activity 	0015347	1.85412172404621e-08	2.22288593360651e-06
TAD2194	1-phosphatidylinositol-3-kinase activity 	0016303	0.0369119830595025	0.0549352134085561
TAD2194	fibroblast growth factor receptor binding 	0005104	0.0104269822755036	0.0371593497322587
TAD2194	growth factor receptor binding 	0070851	0.0774761677542707	0.0814386605035149
TAD2194	neurotrophin TRK receptor binding 	0005167	0.00696224567918879	0.0371593497322587
TAD2194	neurotrophin TRKA receptor binding 	0005168	0.00522578654632688	0.0371593497322587
TAD2194	phosphatase activator activity 	0019211	0.00782945182216432	0.0371593497322587
TAD2194	phosphatidylinositol-4,5-bisphosphate 3-kinase activity 	0046934	0.0578042573538773	0.0689512027911926
TAD2194	phosphatidylinositol 3-kinase activity 	0035004	0.0644031068258779	0.0733413744222926
TAD2194	phosphatidylinositol bisphosphate kinase activity 	0052813	0.0602837185736755	0.0707792517312251
TAD2194	phosphatidylinositol kinase activity 	0052742	0.0436424250513947	0.0595419592553781
TAD2194	ribosomal large subunit binding 	0043023	0.00956181964416625	0.0371593497322587
TAD506	1-phosphatidylinositol-3-kinase activity 	0016303	0.033281511881415	0.0521958594768123
TAD506	endopeptidase inhibitor activity 	0004866	0.0839058351502884	0.0857739423279594
TAD506	insulin-like growth factor receptor binding 	0005159	0.0117237056568632	0.0372261306883513
TAD506	insulin receptor binding 	0005158	0.0148293201335244	0.0379774733520519
TAD506	integrin binding 	0005178	0.0714758684067082	0.0777687811973079
TAD506	metalloendopeptidase inhibitor activity 	0008191	0.00938878711789892	0.0371593497322587
TAD506	phosphatidylinositol-4,5-bisphosphate 3-kinase activity 	0046934	0.0521752544984977	0.064944440997566
TAD506	phosphatidylinositol 3-kinase activity 	0035004	0.0581515362367067	0.0690649505772223
TAD506	phosphatidylinositol bisphosphate kinase activity 	0052813	0.0544202985911406	0.0665707684882658
TAD506	phosphatidylinositol kinase activity 	0052742	0.0393636079338957	0.0565933816931026
TAD506	phosphotyrosine residue binding 	0001784	0.0225554368205196	0.0437328235927056
TAD506	protein kinase C binding 	0005080	0.030991916400686	0.0507558126771016
TAD506	protein phosphorylated amino acid binding 	0045309	0.0263982597734888	0.0465321756462642
TAD506	SH2 domain binding 	0042169	0.0202432769804325	0.0420878063116292
TAD767	1-phosphatidylinositol-3-kinase activity 	0016303	0.0584167920495627	0.0691895923397126
TAD767	beta-glucosidase activity 	0008422	0.00835032031690575	0.0371593497322587
TAD767	fibroblast growth factor binding 	0017134	0.0302993860091251	0.0501631748624121
TAD767	fibroblast growth factor receptor binding 	0005104	0.0166352366164249	0.0392936692273374
TAD767	glucosidase activity 	0015926	0.0111192025058316	0.0371593497322587
TAD767	phosphatidylinositol kinase activity 	0052742	0.068925700538173	0.0764486644109101
TAD767	protein heterodimerization activity 	0046982	0.0516627316897	0.0648682086818943
TAD767	Toll-like receptor binding 	0035325	6.54306012600514e-05	0.00249641107687399
TAD876	1-phosphatidylinositol-3-kinase activity 	0016303	0.011216310905256	0.0371593497322587
TAD876	adenyl ribonucleotide binding 	0032559	0.0712850972909754	0.0777687811973079
TAD876	ATP binding 	0005524	0.0652907209874822	0.0738069019858495
TAD876	ATPase activity 	0016887	0.0522145350760642	0.064944440997566
TAD876	phosphatidylinositol-4,5-bisphosphate 3-kinase activity 	0046934	0.0176987007814532	0.0403042028034204
TAD876	phosphatidylinositol 3-kinase activity 	0035004	0.019767065718423	0.0415358596108636
TAD876	phosphatidylinositol bisphosphate kinase activity 	0052813	0.0184746782526699	0.0408346930221195
TAD876	phosphatidylinositol kinase activity 	0052742	0.0132937687439899	0.0376346596834492
TAD876	SH3/SH2 adaptor activity 	0005070	0.0132937687439899	0.0376346596834492
TAD876	thiol-dependent ubiquitin-specific protease activity 	0004843	0.019767065718423	0.0415358596108636
TAD876	thiol-dependent ubiquitinyl hydrolase activity 	0036459	0.0238950810848632	0.0446069074231269
TAD1968	1-phosphatidylinositol-3-kinase regulator activity 	0046935	0.038641746187853	0.0558475648300241
TAD1968	adrenergic receptor activity 	0004935	0.000141853989169845	0.00443653490765978
TAD1968	ammonium ion binding 	0070405	7.34782186648541e-05	0.00264276659797925
TAD1968	cGMP binding 	0030553	0.0635805317483554	0.0728273819070865
TAD1968	dopamine binding 	0035240	4.27929087951481e-05	0.0018658660791114
TAD1968	dopamine neurotransmitter receptor activity 	0004952	7.34782186648541e-05	0.00264276659797925
TAD1968	dopamine neurotransmitter receptor activity, coupled via Gi/Go 	0001591	2.19919873339728e-05	0.00110369089922589
TAD1968	G-protein coupled amine receptor activity 	0008227	0.00582165529505864	0.0371593497322587
TAD1968	intracellular cAMP activated cation channel activity 	0005222	0.0574063374521906	0.0689003760966781
TAD1968	intracellular cGMP activated cation channel activity 	0005223	0.0449372031891546	0.0603826179839326
TAD1968	intracellular cyclic nucleotide activated cation channel activity 	0005221	0.0697148194694549	0.0769144071651757
TAD1968	olfactory receptor activity 	0004984	1.11889472859455e-55	2.41457482430705e-52
TAD1968	phosphatidylinositol 3-kinase regulator activity 	0035014	0.0511919804997388	0.0646280840342062
TAD2649	1-phosphatidylinositol-3-kinase regulator activity 	0046935	1.25406028188118e-05	0.000726344821991262
TAD2649	actin-dependent ATPase activity 	0030898	0.0086093919858119	0.0371593497322587
TAD2649	ADP binding 	0043531	0.0218679150661381	0.0431361615289999
TAD2649	chloride channel inhibitor activity 	0019869	0.0086093919858119	0.0371593497322587
TAD2649	G-protein beta/gamma-subunit complex binding 	0031683	0.0162055570029567	0.03906269412121
TAD2649	ion channel inhibitor activity 	0008200	0.0312393737682183	0.0509397512105595
TAD2649	microfilament motor activity 	0000146	0.0171513478500958	0.039772998727956
TAD2649	motor activity 	0003774	0.0786684103814677	0.082141947830004
TAD2649	mRNA 5'-UTR binding 	0048027	0.0209262510599882	0.0424026758567649
TAD2649	phosphatidylinositol-4,5-bisphosphate 3-kinase activity 	0046934	0.00184364026947155	0.0331547975126634
TAD2649	phosphatidylinositol 3-kinase activity 	0035004	0.00229692822404944	0.0359186312137586
TAD2649	phosphatidylinositol 3-kinase regulator activity 	0035014	2.33846130990477e-05	0.00114690897881239
TAD2649	phosphatidylinositol bisphosphate kinase activity 	0052813	0.00200801241482392	0.0339832039300637
TAD2649	RNA stem-loop binding 	0035613	0.0124141139115529	0.03744401100915
TAD2649	syntaxin binding 	0019905	0.0715118402117088	0.0777687811973079
TAD1858	1-phosphatidylinositol binding 	0005545	0.00366108424309097	0.0367887940219646
TAD1858	histone deacetylase binding 	0042826	0.0220905033739603	0.0433280719793694
TAD1858	kinase activity 	0016301	0.0715343052255126	0.0777687811973079
TAD1858	MAP kinase activity 	0004707	0.00366108424309097	0.0367887940219646
TAD1858	phosphatidylinositol binding 	0035091	0.0259547355987004	0.04606111794572
TAD502	1-phosphatidylinositol binding 	0005545	0.00487867719181601	0.0371593497322587
TAD502	double-stranded RNA binding 	0003725	0.0204393053821073	0.0420878063116292
TAD502	endopeptidase inhibitor activity 	0004866	0.0381923964891526	0.0556134896245556
TAD502	endoribonuclease activity, producing 5'-phosphomonoesters 	0016891	0.00835250145589783	0.0371593497322587
TAD502	phosphatidylinositol binding 	0035091	0.0344572256860023	0.0530375841871562
TAD502	serine-type endopeptidase inhibitor activity 	0004867	0.0194076459621975	0.0412645671609484
TAD837	2 iron, 2 sulfur cluster binding 	0051537	0.00765613178579816	0.0371593497322587
TAD837	actinin binding 	0042805	0.0152609250951403	0.038383538875656
TAD837	cation:cation antiporter activity 	0015491	0.004878039430254	0.0371593497322587
TAD837	enhancer sequence-specific DNA binding 	0001158	0.043830430650182	0.0595419592553781
TAD837	ion transmembrane transporter activity 	0015075	0.000250866798516771	0.00703078637921028
TAD837	mannosidase activity 	0015923	0.004878039430254	0.0371593497322587
TAD837	microtubule motor activity 	0003777	0.0411411397135739	0.057996908084552
TAD837	monovalent cation:proton antiporter activity 	0005451	3.86503859965156e-05	0.00176480631822002
TAD837	motor activity 	0003774	0.0578412151153696	0.0689512027911926
TAD837	NAD binding 	0051287	0.0152609250951403	0.038383538875656
TAD837	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor 	0016628	0.0118105462426104	0.0372261306883513
TAD837	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor 	0016616	0.0598280179883574	0.0703974170222874
TAD837	RNA polymerase II distal enhancer sequence-specific DNA binding 	0000980	0.0357426958670262	0.0537510367115279
TAD837	sequence-specific double-stranded DNA binding 	1990837	0.0755909163117686	0.0804128352890172
TAD837	sodium ion transmembrane transporter activity 	0015081	0.00103463501673865	0.0240079824314194
TAD837	sodium:proton antiporter activity 	0015385	3.3140475437484e-05	0.00155472056508892
TAD837	solute:proton antiporter activity 	0015299	0.00418245396196593	0.0371593497322587
TAD837	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding 	0003705	0.043830430650182	0.0595419592553781
TAD837	transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding 	0001205	0.0125014670283173	0.03744401100915
TAD837	ubiquitin-like protein conjugating enzyme activity 	0061650	0.0145716938966067	0.0379774733520519
TAD837	ubiquitin conjugating enzyme activity 	0061631	0.0138820406336527	0.0379774733520519
TAD2326	3'-5'-exoribonuclease activity 	0000175	0.0107787612621688	0.0371593497322587
TAD2326	3'-5' exonuclease activity 	0008408	0.013200566102947	0.0376346596834492
TAD2326	cytokine receptor binding 	0005126	0.0469778988129594	0.0623482814504099
TAD2326	endonuclease activity 	0004519	0.025242956690163	0.0456616098385345
TAD2326	exoribonuclease activity, producing 5'-phosphomonoesters 	0016896	0.00869938295954231	0.0371593497322587
TAD2326	gamma-tubulin binding 	0043015	0.00661672818288561	0.0371593497322587
TAD2326	growth factor receptor binding 	0070851	0.0317339124867655	0.0512555665443428
TAD2326	nuclease activity 	0004518	0.0204393053821073	0.0420878063116292
TAD2498	3'-5'-exoribonuclease activity 	0000175	0.0604611609677791	0.0709104268306887
TAD2498	3'-5' exonuclease activity 	0008408	0.0736213591473063	0.0793977476461204
TAD2498	alkali metal ion binding 	0031420	0.0316559663906812	0.0512095768149101
TAD2498	aminopeptidase activity 	0004177	0.0661229954925914	0.0745053456052926
TAD2498	beta-glucosidase activity 	0008422	0.0119852690035349	0.03744401100915
TAD2498	calcium:cation antiporter activity 	0015368	0.0238330651319556	0.0446068990067304
TAD2498	dipeptidyl-peptidase activity 	0008239	0.0159497344506745	0.0389361164531171
TAD2498	exoribonuclease activity, producing 5'-phosphomonoesters 	0016896	0.0490388352276573	0.0632223568209946
TAD2498	glucosidase activity 	0015926	0.0159497344506745	0.0389361164531171
TAD2498	myosin V binding 	0031489	0.0297058820921945	0.0494258238665811
TAD2498	potassium ion antiporter activity 	0022821	0.0316559663906812	0.0512095768149101
TAD2498	potassium ion binding 	0030955	0.0238330651319556	0.0446068990067304
TAD2498	protein serine/threonine kinase activator activity 	0043539	0.0604611609677791	0.0709104268306887
TAD2498	protein serine/threonine/tyrosine kinase activity 	0004712	0.0277520417216922	0.0478345894851532
TAD2498	sodium ion binding 	0031402	0.0238330651319556	0.0446068990067304
TAD557	3'-5'-exoribonuclease activity 	0000175	0.0424447353379676	0.0590585990508165
TAD557	3'-5' exonuclease activity 	0008408	0.0517923649485189	0.0648682086818943
TAD557	AU-rich element binding 	0017091	0.0289410240914354	0.0489768780535585
TAD557	exoribonuclease activity, producing 5'-phosphomonoesters 	0016896	0.0343637912667673	0.0530375841871562
TAD557	microtubule motor activity 	0003777	0.0806167499899345	0.0833993032014759
TAD557	palmitoyltransferase activity 	0016409	0.0384122215034672	0.0557502962051423
TAD557	protein-cysteine S-acyltransferase activity 	0019707	0.0330107674170665	0.0520652212187664
TAD557	protein-cysteine S-palmitoyltransferase activity 	0019706	0.0330107674170665	0.0520652212187664
TAD557	protein-glutamine gamma-glutamyltransferase activity 	0003810	0.00973566868632292	0.0371593497322587
TAD557	transferase activity, transferring acyl groups other than amino-acyl groups 	0016747	0.0754378226376876	0.0803528239151678
TAD557	transferase activity, transferring amino-acyl groups 	0016755	0.0221224149533397	0.0433280719793694
TAD2143	3'-5' DNA helicase activity 	0043138	0.01577500541723	0.0387828286173498
TAD2143	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity 	0003828	0.00730971908736766	0.0371593497322587
TAD2143	amyloid-beta binding 	0001540	0.0582619304135367	0.0691580010079275
TAD2143	anion transmembrane transporter activity 	0008509	0.00251372634573561	0.0366640006181636
TAD2143	annealing activity 	0097617	0.0145697968171986	0.0379774733520519
TAD2143	annealing helicase activity 	0036310	0.00852317092817578	0.0371593497322587
TAD2143	ATP-dependent 3'-5' DNA helicase activity 	0043140	0.00852317092817578	0.0371593497322587
TAD2143	ATP-dependent DNA helicase activity 	0004003	0.033689675156518	0.052275918968484
TAD2143	ATPase-coupled anion transmembrane transporter activity 	0043225	0.0145697968171986	0.0379774733520519
TAD2143	ATPase activity, coupled to movement of substances 	0043492	0.0663228771583722	0.0745053456052926
TAD2143	ATPase activity, coupled to transmembrane movement of substances 	0042626	0.0536267088941951	0.0659034383790848
TAD2143	ATPase coupled ion transmembrane transporter activity 	0042625	0.0289422718210183	0.0489768780535585
TAD2143	bile acid transmembrane transporter activity 	0015125	0.019382423932975	0.0412645671609484
TAD2143	calcium-dependent phospholipid binding 	0005544	0.0559469612679516	0.0677517073042871
TAD2143	cytidylyltransferase activity 	0070567	0.0109459436203918	0.0371593497322587
TAD2143	DNA-dependent ATPase activity 	0008094	0.0845079177096495	0.0861290177553988
TAD2143	DNA helicase activity 	0003678	0.0478028907565037	0.0626542975341735
TAD2143	helicase activity 	0004386	0.0407703847733911	0.0577691991733277
TAD2143	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances 	0016820	0.0501363999324742	0.0638450118989187
TAD2143	inward rectifier potassium channel activity 	0005242	0.0253675164589564	0.0456684701980974
TAD2143	ligand-gated cation channel activity 	0099094	0.0709003182578688	0.0776139875396315
TAD2143	lipase activity 	0016298	0.0513011621643166	0.0646280840342062
TAD2143	monocarboxylic acid transmembrane transporter activity 	0008028	0.0384155192108649	0.0557502962051423
TAD2143	neuropeptide hormone activity 	0005184	0.0313186740629636	0.0509397512105595
TAD2143	organic anion transmembrane transporter activity 	0008514	0.0822529127705385	0.0845649288989147
TAD2143	P-P-bond-hydrolysis-driven transmembrane transporter activity 	0015405	0.0536267088941951	0.0659034383790848
TAD2143	potassium channel regulator activity 	0015459	0.0513011621643166	0.0646280840342062
TAD2143	potassium ion transmembrane transporter activity 	0015079	0.0454640593104693	0.0608631761736927
TAD2143	secondary active transmembrane transporter activity 	0015291	0.0777274216429031	0.0815802613088425
TAD2143	sialyltransferase activity 	0008373	0.0253675164589564	0.0456684701980974
TAD2143	sodium-independent organic anion transmembrane transporter activity 	0015347	0.0395936221889911	0.0567851880838882
TAD2143	UDP-glucosyltransferase activity 	0035251	0.0109459436203918	0.0371593497322587
TAD2143	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization 	0086008	0.0145697968171986	0.0379774733520519
TAD2143	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization 	1902282	0.00973524529134428	0.0371593497322587
TAD3038	3'-5' DNA helicase activity 	0043138	0.021353038442557	0.0428649832177097
TAD3038	DNA helicase activity 	0003678	0.0643293851665228	0.0733413744222926
TAD3038	DNA replication origin binding 	0003688	0.0197259565148712	0.0415358596108636
TAD3038	FAD binding 	0071949	0.0310619290559087	0.0507815476535234
TAD3038	flavin adenine dinucleotide binding 	0050660	0.076715718646478	0.0811057887856186
TAD332	3'-5' exonuclease activity 	0008408	0.0229894898712721	0.0439427096033705
TAD332	calcium-dependent protein serine/threonine phosphatase activity 	0004723	0.00426940214550176	0.0371593497322587
TAD332	deoxyribonuclease activity 	0004536	0.018187621991235	0.0403140782972987
TAD332	DNA-(apurinic or apyrimidinic site lyase activity 	0003906)	0.00730940087447229	0.0371593497322587
TAD332	endodeoxyribonuclease activity 	0004520	0.0211911538494153	0.0428006597647608
TAD332	endonuclease activity 	0004519	0.0437617413943356	0.0595419592553781
TAD332	exonuclease activity 	0004527	0.0217909141718114	0.0431057541167423
TAD332	phosphatase binding 	0019902	0.0606851384956385	0.0710572592911492
TAD332	phosphatidylinositol-3,4-bisphosphate binding 	0043325	0.0145729589829587	0.0379774733520519
TAD332	phosphatidylinositol bisphosphate binding 	1902936	0.0519639984580499	0.064944440997566
TAD332	protein kinase C binding 	0005080	0.0241868065627413	0.0447530048952949
TAD332	protein serine/threonine phosphatase activity 	0004722	0.0366828960434992	0.0546696751808503
TAD332	ubiquitin binding 	0043130	0.0372745103379099	0.0550478241520266
TAD333	3'-5' exonuclease activity 	0008408	0.0164741041638889	0.0391101394781874
TAD333	cytokine activity 	0005125	0.0658385337006553	0.0742705466419311
TAD333	cytokine receptor binding 	0005126	0.0583758933884833	0.0691895923397126
TAD333	deoxyribonuclease activity 	0004536	0.013024047356205	0.0376346596834492
TAD333	DNA-(apurinic or apyrimidinic site lyase activity 	0003906)	0.00522601423875935	0.0371593497322587
TAD333	endodeoxyribonuclease activity 	0004520	0.015181465363699	0.038383538875656
TAD333	endonuclease activity 	0004519	0.0314548522957168	0.0510756743823603
TAD333	exonuclease activity 	0004527	0.0156124958848106	0.0385858011906455
TAD333	hormone activity 	0005179	0.0357013608448196	0.0537510367115279
TAD333	neuropeptide Y receptor activity 	0004983	0.00305117029255986	0.0367887940219646
TAD333	pancreatic polypeptide receptor activity 	0001602	0.00261574540187737	0.0366640006181636
TAD333	telethonin binding 	0031433	0.00305117029255986	0.0367887940219646
TAD333	transforming growth factor beta receptor binding 	0005160	0.0190553097493839	0.0412450937203313
TAD858	3',5'-cyclic-GMP phosphodiesterase activity 	0047555	0.00860939198581212	0.0371593497322587
TAD858	3',5'-cyclic-nucleotide phosphodiesterase activity 	0004114	0.0156043669970557	0.0385858011906455
TAD858	actin binding 	0003779	0.0158978398176565	0.0389361164531171
TAD858	actinin binding 	0042805	0.0171528349412595	0.039772998727956
TAD858	alpha-actinin binding 	0051393	0.0225554368205196	0.0437328235927056
TAD858	cGMP binding 	0030553	0.00782945182216455	0.0371593497322587
TAD858	cyclic-nucleotide phosphodiesterase activity 	0004112	0.00782945182216455	0.0371593497322587
TAD858	cyclic nucleotide binding 	0030551	0.0163788718223927	0.03906269412121
TAD858	filamin binding 	0031005	0.00782945182216455	0.0371593497322587
TAD858	long-chain fatty acid binding 	0036041	0.00470423417995813	0.0371593497322587
TAD858	muscle alpha-actinin binding 	0051371	0.0125009239939033	0.03744401100915
TAD858	protein phosphatase 2B binding 	0030346	0.00470423417995813	0.0371593497322587
TAD858	protein phosphatase binding 	0019903	0.0700037084686032	0.0770362074835521
TAD858	telethonin binding 	0031433	0.00548635780629014	0.0371593497322587
TAD842	3-hydroxyacyl-CoA dehydrogenase activity 	0003857	0.0034864430963093	0.0367887940219646
TAD842	armadillo repeat domain binding 	0070016	0.00392156385296982	0.0371593497322587
TAD842	C2H2 zinc finger domain binding 	0070742	0.00522601423875935	0.0371593497322587
TAD842	cysteine-type endopeptidase inhibitor activity 	0004869	0.0220598637774164	0.0433280719793694
TAD842	cysteine-type endopeptidase inhibitor activity involved in apoptotic process 	0043027	0.0104301566252615	0.0371593497322587
TAD842	DNA binding, bending 	0008301	0.00739706099011128	0.0371593497322587
TAD842	enhancer binding 	0035326	0.0112953920873262	0.0371593497322587
TAD842	estrogen receptor binding 	0030331	0.0138874677982518	0.0379774733520519
TAD842	histone deacetylase binding 	0042826	0.0365488723533831	0.0546208217026321
TAD842	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor 	0016616	0.0378190222151696	0.0553329943978193
TAD842	RNA polymerase II regulatory region DNA binding 	0001012	0.0846949551070956	0.0861724248567243
TAD842	steroid hormone receptor binding 	0035258	0.0327303725259721	0.0520118880051898
TAD842	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding 	0003705	0.0276202158560812	0.0477144956179783
TAD2189	5'-3' DNA helicase activity 	0043139	0.00678907733164458	0.0371593497322587
TAD2189	androgen receptor binding 	0050681	0.046638129921703	0.0620117587005762
TAD2189	AT DNA binding 	0003680	0.00791644500777156	0.0371593497322587
TAD2189	ATP-dependent DNA helicase activity 	0004003	0.031320022932344	0.0509397512105595
TAD2189	ATP-dependent RNA helicase activity 	0004004	0.0734370287127769	0.0792385539810863
TAD2189	basal RNA polymerase II transcription machinery binding 	0001099	0.0302172258658867	0.0500835433322454
TAD2189	C2H2 zinc finger domain binding 	0070742	0.0135355863538267	0.0376346596834492
TAD2189	cAMP response element binding 	0035497	0.00791644500777156	0.0371593497322587
TAD2189	DNA-(apurinic or apyrimidinic site lyase activity 	0003906)	0.0135355863538267	0.0376346596834492
TAD2189	DNA binding, bending 	0008301	0.0191253363922775	0.0412645671609484
TAD2189	glucocorticoid receptor binding 	0035259	0.0101676375517183	0.0371593497322587
TAD2189	nucleosomal DNA binding 	0031492	0.0324216623078917	0.0518266276003187
TAD2189	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor 	0016671	0.0112914646881228	0.0371593497322587
TAD2189	protein serine/threonine kinase activity 	0004674	0.0635201891827804	0.0728273819070865
TAD2189	RNA-dependent ATPase activity 	0008186	0.0744943776090844	0.0796922321874219
TAD2189	RNA helicase activity 	0003724	0.0734370287127769	0.0792385539810863
TAD2189	single-stranded DNA-dependent ATPase activity 	0043142	0.0135355863538267	0.0376346596834492
TAD2189	steroid hormone receptor binding 	0035258	0.0829131594068837	0.0850411587452733
TAD2189	sulfuric ester hydrolase activity 	0008484	0.0180097309131084	0.0403140782972987
TAD1059	5'-3' exonuclease activity 	0008409	0.00522646970306417	0.0371593497322587
TAD1059	ATP-dependent helicase activity 	0008026	0.0293462913639405	0.0491348802764474
TAD1059	ATP-dependent RNA helicase activity 	0004004	0.0231864175368639	0.0442407507025219
TAD1059	ATPase activity, coupled 	0042623	0.032415280167222	0.0518266276003187
TAD1059	exoribonuclease activity 	0004532	0.00209305298091567	0.0339832039300637
TAD1059	exoribonuclease activity, producing 5'-phosphomonoesters 	0016896	0.00869938295954231	0.0371593497322587
TAD1059	m7G(5'pppN diphosphatase activity 	0050072)	0.00244157544560397	0.036096363877138
TAD1059	magnesium ion binding 	0000287	0.0436060136947415	0.0595419592553781
TAD1059	N6-methyladenosine-containing RNA binding 	1990247	0.00244157544560397	0.036096363877138
TAD1059	pyrophosphatase activity 	0016462	0.0142371200506835	0.0379774733520519
TAD1059	RNA-dependent ATPase activity 	0008186	0.0235293998340772	0.0443797413435036
TAD1059	RNA binding 	0003723	0.0743305337176507	0.0796922321874219
